win_seed,lose_seed,win_pts,lose_pts,win_school_ncaa,pt_differ,season,round
5,12,61,56,Purdue,5,2009,64
6,10,75,66,Purdue,9,2000,16
6,11,90,79,Purdue,11,2008,64
6,11,62,61,Purdue,1,2000,64
5,12,91,85,Alabama,6,1995,64
7,10,50,41,Alabama,9,1985,64
4,5,96,88,Alabama,8,1991,32
8,5,80,71,Alabama,9,2004,16
8,9,65,64,Alabama,1,2004,64
4,13,89,79,Alabama,10,1991,64
2,15,88,71,Alabama,17,1987,64
2,7,101,76,Alabama,25,1987,32
8,1,70,67,Alabama,3,2004,32
9,8,76,70,Alabama,6,1994,64
7,2,63,59,Alabama,4,1985,32
10,7,90,85,Alabama,5,2006,64
5,12,97,80,Alabama,17,1986,64
2,15,86,78,Alabama,8,2002,64
5,4,58,56,Alabama,2,1986,32
5,12,80,75,Alabama,5,1992,64
7,10,71,54,Alabama,17,1990,64
7,2,77,55,Alabama,22,1990,32
9,8,65,63,California,2,1990,64
5,12,55,52,California,3,1997,64
5,4,75,68,California,7,1997,32
8,9,76,74,California,2,2003,64
12,5,64,61,California,3,2013,64
6,3,82,77,California,5,1993,32
6,11,66,64,California,2,1993,64
8,9,77,62,California,15,2010,64
6,11,82,75,California,7,2002,64
16,16,61,44,Ark.-Pine Bluff,17,2010,68
4,13,76,60,TCU,16,1987,64
5,12,84,76,West Virginia,8,2011,64
7,10,63,61,West Virginia,2,2005,64
2,15,77,50,West Virginia,27,2010,64
2,10,68,59,West Virginia,9,2010,32
2,11,69,56,West Virginia,13,2010,16
6,14,67,54,West Virginia,13,2006,32
7,2,111,105,West Virginia,6,2005,32
7,6,65,60,West Virginia,5,2005,16
6,11,64,46,West Virginia,18,2006,64
2,1,73,66,West Virginia,7,2010,8
7,10,84,68,West Virginia,16,1989,64
10,7,82,52,West Virginia,30,1998,64
4,13,86,80,West Virginia,6,2017,64
10,2,75,74,West Virginia,1,1998,32
4,5,83,71,West Virginia,12,2017,32
5,4,69,59,West Virginia,10,2015,32
5,12,68,62,West Virginia,6,2015,64
7,10,75,65,West Virginia,10,2008,64
7,2,73,67,West Virginia,6,2008,32
16,16,69,60,Mt. St. Mary's,9,2008,68
16,16,67,66,Mt. St. Mary's,1,2017,68
1,16,79,47,Wake Forest,32,1995,64
2,15,76,73,Wake Forest,3,2003,64
2,15,70,54,Wake Forest,16,2005,64
1,9,64,59,Wake Forest,5,1995,32
9,8,81,80,Wake Forest,1,2010,64
5,12,71,65,Wake Forest,6,1991,64
2,10,65,62,Wake Forest,3,1996,32
2,15,62,50,Wake Forest,12,1996,64
5,12,68,58,Wake Forest,10,1994,64
2,6,60,59,Wake Forest,1,1996,16
7,10,83,74,Wake Forest,9,2002,64
4,13,79,78,Wake Forest,1,2004,64
5,12,81,58,Wake Forest,23,1993,64
5,4,84,78,Wake Forest,6,1993,32
4,12,84,80,Wake Forest,4,2004,32
3,14,68,46,Wake Forest,22,1997,64
11,6,66,55,Marquette,11,2011,64
3,2,71,61,Marquette,10,2013,16
3,14,59,58,Marquette,1,2013,64
3,6,74,72,Marquette,2,2013,32
11,3,66,62,Marquette,4,2011,32
4,13,68,44,Marquette,24,1996,64
6,11,81,59,Marquette,22,1994,64
6,3,75,63,Marquette,12,1994,32
3,2,77,74,Marquette,3,2003,16
3,1,83,69,Marquette,14,2003,8
3,14,72,68,Marquette,4,2003,64
3,6,101,92,Marquette,9,2003,32
6,11,74,66,Marquette,8,2008,64
3,14,88,68,Marquette,20,2012,64
3,6,62,53,Marquette,9,2012,32
6,11,58,57,Marquette,1,2009,64
13,4,74,69,Penn St.,5,1991,64
7,10,69,59,Penn St.,10,2001,64
7,2,82,74,Penn St.,8,2001,32
16,16,77,69,Niagara,8,2007,68
13,4,87,83,Louisiana,4,1992,64
5,12,68,50,Notre Dame,18,2008,64
6,7,61,56,Notre Dame,5,2016,16
6,14,76,75,Notre Dame,1,2016,32
9,8,81,65,Notre Dame,16,1989,64
5,4,58,57,Notre Dame,1,1987,32
5,12,84,71,Notre Dame,13,1987,64
6,11,70,63,Notre Dame,7,2016,64
5,12,60,58,Notre Dame,2,2017,64
3,6,67,64,Notre Dame,3,2015,32
3,7,81,70,Notre Dame,11,2015,16
6,11,83,71,Notre Dame,12,2001,64
8,9,82,63,Notre Dame,19,2002,64
3,14,69,65,Notre Dame,4,2015,64
7,10,79,70,Notre Dame,9,1985,64
5,12,70,69,Notre Dame,1,2003,64
2,15,69,56,Notre Dame,13,2011,64
5,4,68,60,Notre Dame,8,2003,32
13,4,77,73,Kent St.,4,2001,64
10,7,69,61,Kent St.,8,2002,64
10,3,78,73,Kent St.,5,2002,16
10,2,71,58,Kent St.,13,2002,32
11,14,80,67,Minnesota,13,1989,32
11,6,86,75,Minnesota,11,1989,64
11,6,83,63,Minnesota,20,2013,64
1,16,78,46,Minnesota,32,1997,64
6,11,64,61,Minnesota,3,1990,64
1,2,80,72,Minnesota,8,1997,8
1,4,90,84,Minnesota,6,1997,16
1,9,76,57,Minnesota,19,1997,32
6,2,82,75,Minnesota,7,1990,16
6,14,81,78,Minnesota,3,1990,32
6,11,74,60,Minnesota,14,1994,64
15,2,75,70,Lehigh,5,2012,64
2,15,65,58,Georgia Tech,7,1985,64
5,12,90,78,Georgia Tech,12,1988,64
5,12,80,68,Georgia Tech,12,2005,64
2,7,70,53,Georgia Tech,17,1985,32
2,3,61,53,Georgia Tech,8,1985,16
3,11,103,89,Georgia Tech,14,1996,32
2,10,66,61,Georgia Tech,5,1986,32
3,14,90,79,Georgia Tech,11,1996,64
2,15,68,53,Georgia Tech,15,1986,64
10,7,64,59,Georgia Tech,5,2010,64
4,6,93,91,Georgia Tech,2,1990,8
4,1,81,80,Georgia Tech,1,1990,16
8,9,87,70,Georgia Tech,17,1991,64
4,13,99,83,Georgia Tech,16,1990,64
7,10,65,60,Georgia Tech,5,1992,64
7,2,79,78,Georgia Tech,1,1992,32
4,5,94,91,Georgia Tech,3,1990,32
3,2,67,65,Georgia Tech,2,2004,4
3,6,57,54,Georgia Tech,3,2004,32
3,4,79,71,Georgia Tech,8,2004,8
3,10,72,67,Georgia Tech,5,2004,16
3,14,65,60,Georgia Tech,5,2004,64
3,14,76,57,Illinois,19,1985,64
4,13,68,58,Illinois,10,2000,64
5,12,72,53,Illinois,19,2004,64
3,6,74,58,Illinois,16,1985,32
5,4,92,68,Illinois,24,2004,32
7,10,57,49,Illinois,8,2013,64
4,13,93,64,Illinois,29,2002,64
1,12,77,63,Illinois,14,2005,16
1,16,67,55,Illinois,12,2005,64
4,12,72,60,Illinois,12,2002,32
1,9,71,59,Illinois,12,2005,32
1,4,72,57,Illinois,15,2005,4
1,3,90,89,Illinois,1,2005,8
5,12,64,51,Illinois,13,1998,64
6,11,90,77,Illinois,13,1997,64
1,4,80,64,Illinois,16,2001,16
1,16,96,54,Illinois,42,2001,64
1,9,72,60,Illinois,12,1989,32
1,16,77,71,Illinois,6,1989,64
1,4,83,69,Illinois,14,1989,16
1,9,79,61,Illinois,18,2001,32
1,2,89,86,Illinois,3,1989,8
4,13,75,51,Illinois,24,1986,64
3,14,81,72,Illinois,9,1988,64
6,11,75,72,Illinois,3,1993,64
4,13,65,60,Illinois,5,2003,64
4,13,78,69,Illinois,9,2006,64
9,8,73,62,Illinois,11,2011,64
16,16,79,69,Oakland,10,2005,68
6,14,64,52,Tulsa,12,1995,32
6,11,68,62,Tulsa,6,1995,64
9,8,62,53,Tulsa,9,1999,64
12,5,71,69,Tulsa,2,2002,64
7,6,80,71,Tulsa,9,2000,16
7,10,89,62,Tulsa,27,2000,64
7,2,69,61,Tulsa,8,2000,32
12,5,112,102,Tulsa,10,1994,64
5,12,81,52,Tulsa,29,1997,64
13,4,84,71,Tulsa,13,2003,64
12,4,82,80,Tulsa,2,1994,32
